"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Royer Law Firm","$45000","Flushing Bank"," Robert S Royer ","Revolving Door Profiles","Non Former Members of Congress"
