"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bold Strategies","$20000","Gulf Coast Bank & Trust"," Kyle Ruckert ","Revolving Door Profiles","Non Former Members of Congress"
