"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Jennifer Debes Bang ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," De'ana Dow ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Joseph Eannello ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Warren Tryon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","JPMorgan Chase & Co"," Patrick G Heck ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","JPMorgan Chase & Co"," Chris L Javens ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","JPMorgan Chase & Co"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","JPMorgan Chase & Co"," Jacob Triolo ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","JPMorgan Chase & Co"," Michael Nielsen ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","JPMorgan Chase & Co"," Douglas Schwartz ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","JPMorgan Chase & Co"," John Stipicevic ","Revolving Door Profiles","Non Former Members of Congress"
"Gray Geoffrey P","$50000","JPMorgan Chase & Co"," Geoffrey P Gray ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," Jack Bartling ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," Tim Berry ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," Shannon Boozman ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," Kathleen Carlson ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," Alyssa Marois ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," Michelle Mesack ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," Jason Rosenberg ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," John Van Etten ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2970000",""," Hillary West ","Revolving Door Profiles","Non Former Members of Congress"
"Monument Policy Group","$120000","JPMorgan Chase & Co"," Kimberly Ellis ","Revolving Door Profiles","Non Former Members of Congress"
"Monument Policy Group","$120000","JPMorgan Chase & Co"," TA Hawks ","Revolving Door Profiles","Non Former Members of Congress"
"Monument Policy Group","$120000","JPMorgan Chase & Co"," Andrew Howell ","No Revolving Door Profiles","Non Former Members of Congress"
"Polaris Government Relations","$120000","JPMorgan Chase & Co"," Jon Gans ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$40000","JPMorgan Chase & Co"," John A Anderson ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$40000","JPMorgan Chase & Co"," Tom Koonce ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$40000","JPMorgan Chase & Co"," Andrew C Palmer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$40000","JPMorgan Chase & Co"," Jared Sawyer ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Matthew Bravo ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Robert Collins ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Martin Delgado ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Kate Dickens ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Mike Ference ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," John Scofield ","Revolving Door Profiles","Non Former Members of Congress"
