"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Prime Policy Group","$120000","Leontiev Sergey"," Lisa Cotter Colangelo ","No Revolving Door Profiles","Non Former Members of Congress"
"Prime Policy Group","$120000","Leontiev Sergey"," Mark Disler ","Revolving Door Profiles","Non Former Members of Congress"
"Yorktown Solutions","$15000","Leontiev Sergey"," Daniel Vajdich ","Revolving Door Profiles","Non Former Members of Congress"
