"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cumberland North America LLC","$200000","Scotiabank de Puerto Rico"," William S III Cooper ","Revolving Door Profiles","Non Former Members of Congress"
"Wachtell Lipton et al","$100000","Scotiabank de Puerto Rico"," Richard Mason ","No Revolving Door Profiles","Non Former Members of Congress"
