0,0,0.65196,0.68402,0,0.52663,0.23088,0.2079,0.63214,0.8479,0.0034098,0.0022777,0.64189,0.15977,0.105,0.00041886
0,0,0.17733,0.58707,0,0.39314,0.11606,0.24889,0.42559,0.27556,0.85629,0.78647,0.60135,0.31134,0.2168,0.18951
0,0,0.2988,0.22621,0,0.41197,0.069556,0.56686,0.89944,0.29877,0,0,0.66216,0.30193,0.24616,0.00026283
0,0,0.13617,0.83842,0,0.73681,0.16696,0.43759,0.74015,0.27259,0.0012593,0.00073596,0.67568,0.35462,0.21689,0.00015409
0,0,0.36134,0.78636,0,0.45667,0.015086,0.18575,0.8118,0.51605,0.0069103,0.0045668,0.58108,0.26235,0.15763,0.00087898
0,0,0.23773,0.77379,0,0.59661,0.0059048,0.042259,0.68861,0.38123,0.019847,0.016672,0.75676,0.24638,0.32914,0.030619
0,0,0.32107,0.78815,0,0.58897,0.11191,0.14262,0.91546,0.30469,0.023044,0.015414,0.23649,0.40789,0.31806,0.098083
0,0,0.68608,0.52244,0,0.4951,0.19244,0.097627,0.70272,0.64938,0.01105,0.0076148,0.45946,0.3375,0.22508,0.0010566
0,0,0.19041,0.8061,0,0.45999,0.34501,0.17864,0.70031,0.23062,0.018594,0.012991,0.66892,0.30412,0.038157,0.0014179
0,0,0.1742,0.6912,-1,0.44886,0,0.45567,0.61187,0.31605,0.0068853,0.0062875,0.59459,0.32273,0.16056,0.001538
0,0,0.1803,0.81688,0,0.47087,0.81468,0.2862,0.90222,0.24691,0,0,0.39189,0.3853,0.22244,5.2402e-05
0,1,0.19116,0.62837,-2,0.42636,0.015539,0.11839,0.33519,0.39802,1,1,0.84459,0.3333,0.5036,0.026166
0,0,0.14806,0,0,1,0.19288,0.29257,0,0.34074,1,1,0.59459,0.24757,0.014915,0.13324
0,0,0.20287,0.50449,0,0.10207,0.78945,0.41175,0.44382,0.25728,1,1,0.18243,0.27196,0.12211,0.10643
0,0,0.178,0.75045,0,0.47774,0.011904,0.042638,0.61403,0.32,0.0017404,0.0013508,0.64865,0.3411,0.22787,0.0016899
0,1,0,0,0,0.17592,0.4426,0.24944,0.70293,0,0.07856,0.079269,0.094595,0.37007,0.11795,0.049918
0,0,0.39654,0.7289,0,0.69069,0.058952,0.5028,0.72132,0.40494,0.0055905,0.0044813,0.74324,0.32063,0.27624,0.003074
0,0,0.15955,0.71275,0,0.4006,0.42516,0.24884,0.67015,0.31654,0.00092753,0.00054579,0.37838,0.26474,0.17557,0.00024548
0,0,0.21552,0.84022,0,0.4505,0.015489,0.10243,0.65386,0.26519,0.083969,0.062389,1,0.32366,0.071695,0.00068877
0,0,0.28363,0.39856,0,0.37925,0.085143,0.047626,0.37011,0.39654,0.82725,0.71716,0.93243,0.29731,0.14085,0.16941
0,1,0.077721,0.62657,0,0.75309,0.022374,0.11057,0.86712,0.18815,0.0055385,0.0035292,0.65541,0.39674,0.24039,0.0015313
0,0,0.23733,0.88689,0,0.51451,0.1329,0.07029,0.87962,0.4316,0.0057705,0.0037666,0.35811,0.31581,0.10206,0.00052555
0,0,0.29891,0.5763,0,0.44275,0.10064,0.18004,0.51191,0.19704,0.51331,0.43309,0.68919,0.25546,1,0.31447
0,0,0.13218,0.69479,0,0.46461,0.023467,0.076872,0.7404,0.24247,0.56931,0.44857,0.11486,0.30701,0.14823,0.13617
0,0,0,0.12208,0,0.42933,0.34212,0.025163,0.95246,0,0.13599,0.11614,0.074324,0.33763,0.097098,0.019863
0,0,0.28135,0.60144,0,0.50543,0.14821,0.30635,0.61236,0.48691,0.10876,0.080596,0.11486,0.27782,0.48624,0.2215
0,0,0.2441,0.80431,0,0.50748,0.3876,0.31732,0.69017,0.38864,0.010028,0.010112,0.64865,0.30439,0.14159,0.00069461
0,0,0.15852,0.5781,0,0.56616,0.10811,0.0026069,0.41899,0.28444,1,1,0.23649,0.31702,0.25281,0.09089
0,0,0.16214,0.66068,-1,0.56493,0.038472,0.37732,0.60123,0.25086,0.042851,0.030924,0.95946,0.282,0.012268,0.0030153
0,0,0.20196,0.79174,0,0.45049,0.33903,0.43437,0.70493,0.27259,0.81754,0.58148,0.88514,0.31864,0.28637,0.036134
0,1,0.15521,0.85099,0,0.74528,0.13912,0.45823,0.81308,0.30519,0.021435,0.01508,0.22973,0.28107,0.49087,0.00053246
0,0,0.69632,0.72172,0,0.5128,0.01026,0.13354,0.60364,0.87111,0.0049747,0.003455,0.75,0.56047,0.27036,0.0032763
