0,0,0.46585,0.87612,0,0.30679,0.11684,0.17252,0.84373,0.39457,0.0086401,0.0063333,0.28378,0.3537,0.27411,0.00067514
0,0,0.41609,0.87074,0,0.43439,0.45018,0.43663,0.85783,0.41383,0.0036426,0.0022875,0.54054,0.30993,0.19554,0.00044315
0,0,0.28281,0.7325,0,0.49329,0.63462,0.51226,0.90625,0.33383,0.001245,0.00062594,0.86486,0.2683,0.15028,0.00035455
0,0,0.32978,0.83483,0,0.40373,0.046491,0.46812,0.90073,0.27556,0.0036533,0.0026973,0.59459,0.32713,0.036098,0.0028864
0,0,0.18692,0.87971,0,0.67659,0.082096,0.42333,0.80902,0.32741,0.024241,0.017822,0.60811,0.28919,0.21359,0.0051403
0,0,0.14814,0.61041,0,0.57249,0.08697,0.23429,0.69157,0.27901,0.0021723,0.0015194,0.78378,0.28432,0.14032,0.00049615
0,0,0.2051,0.56732,0,0.51631,0.02878,0.1215,0.69103,0.35358,0.20008,0.14551,0.91892,0.29145,0.10724,0.059426
0,0,0.30697,0.70916,0,0.33182,0.092919,0.41005,0.91971,0.29728,0.01386,0.0097813,0.5473,0.27635,0.30974,0.054099
0,0,0.29909,0.84201,0,0.62806,0.34652,0.024934,0.86614,0.42074,0.0037886,0.0024574,0.12162,0.2675,0.23608,0.00027387
0,0,0.11935,0.85817,0,0.51368,0.034147,0.047443,0.57371,0.22568,0.040495,0.030815,0.62838,0.29082,0.015075,0.0025459
0,0,0.18335,0.82047,0,0.55303,0.25517,0.2307,0.76853,0.27309,0.019679,0.017222,0.10135,0.3986,0.28732,0.00092412
0,0,0.46738,0.86355,0,0.30995,0.11199,0.27398,0.8693,0.35802,0.0011529,0.00059593,0.087838,0.30753,0.27438,0.00012745
0,0,0.66923,0.6535,0,0.54742,0.21263,0.097551,0.72663,0.6163,0.0019427,0.0012039,0.60135,0.28805,0.083219,0.0008174
0,0,0.21262,0.70377,0,0.67406,0.06012,0.040711,0.8632,0.35062,0.0052098,0.0034324,0.4527,0.34182,0.17088,0.0017236
