"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Smith-Free Group","$40000","Star Network"," Doyle Bartlett ","Revolving Door Profiles","Non Former Members of Congress"
