"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Jack Ferguson Assoc","$100000","National City Corp"," Jack Ferguson ","Revolving Door Profiles","Non Former Members of Congress"
"National City Corp","$50000",""," Bruce A McCrodden ","No Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," James T III Bruce ","Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Susan Buck ","No Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Barbara Burchett ","No Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Mimi W Dawson ","Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Sharon Fine ","No Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Peter Krug ","Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Mary Jo Manning ","Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Emily Murphy ","Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Robert Petit ","No Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," John Reynolds ","Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Jim Slattery ","Revolving Door Profiles","Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Greg Vogt ","Revolving Door Profiles","Non Former Members of Congress"
"Wiley Rein & Fielding","$0","National City Corp"," Richard E Wiley ","Revolving Door Profiles","Non Former Members of Congress"
