"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"B&D Sagamore","$120000","JPMorgan Chase & Co"," Frank S Swain ","Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$96000","JPMorgan Chase & Co"," Charles Black ","Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$96000","JPMorgan Chase & Co"," Karen Nussle ","No Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$96000","JPMorgan Chase & Co"," Dennis C Shea ","Revolving Door Profiles","Non Former Members of Congress"
"Hohlt Group","$66800","JPMorgan Chase & Co"," Richard F Hohlt ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$4700000",""," L Thomas Block ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$4700000",""," Susan L Meade ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$4700000",""," Cory N Strupp ","No Revolving Door Profiles","Non Former Members of Congress"
"Kerrigan & Assoc","$0","JPMorgan Chase & Co"," Michael J Kerrigan ","No Revolving Door Profiles","Non Former Members of Congress"
"Triangle Assoc","$0","JPMorgan Chase & Co"," Philip Blalock ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$80000","JPMorgan Chase & Co"," Philip E Bechtel ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$80000","JPMorgan Chase & Co"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$80000","JPMorgan Chase & Co"," David M Landers ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$80000","JPMorgan Chase & Co"," Thomas J Rosenkoetter ","Revolving Door Profiles","Non Former Members of Congress"
