"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bombardier Transportation USA","$120000",""," Peter M Stetler ","No Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$120000","Bombardier Services Corp"," Donald J Fix ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$120000","Bombardier Services Corp"," Steven M Hyjek ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$120000","Bombardier Services Corp"," Irene Schecter ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$120000","Bombardier Services Corp"," Karl H Stegenga ","Revolving Door Profiles","Non Former Members of Congress"
"Thelen Reid & Priest","$33981","Bombardier Transportation USA"," William A Jr Kirk ","Revolving Door Profiles","Non Former Members of Congress"
"Thelen Reid & Priest","$33981","Bombardier Transportation USA"," Nancy K West ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$20000","Bombardier Inc"," Denis J Dwyer ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$20000","Bombardier Inc"," Brian C Jones ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$20000","Bombardier Inc"," Joyce A Rogers ","Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$125000","Bombardier Inc"," Robert M Diamond ","Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$125000","Bombardier Inc"," Jamie L Jr Whitten ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$120000","Bombardier Transportation USA"," Denis J Dwyer ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$120000","Bombardier Transportation USA"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$120000","Bombardier Transportation USA"," Jack Steven Hart ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$120000","Bombardier Transportation USA"," Joyce A Rogers ","Revolving Door Profiles","Non Former Members of Congress"
