"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Peckarsky Lee","$40000","HomeStreet Bank"," Lee Peckarsky ","Revolving Door Profiles","Non Former Members of Congress"
