"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Carlyle Consulting","$20000","Borrego Spring Bank"," Thomas Rodgers ","Revolving Door Profiles","Non Former Members of Congress"
