"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Royer & Brooks","$0","Trustco Bank"," Robert S Royer ","Revolving Door Profiles","Non Former Members of Congress"
