"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Tax Partners","$40000","Institute of International Bankers"," William Fant ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$40000","Institute of International Bankers"," Jayne T Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$40000","Institute of International Bankers"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$40000","Institute of International Bankers"," Robert J Leonard ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$40000","Institute of International Bankers"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$40000","Institute of International Bankers"," Scott D Parven ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$40000","Institute of International Bankers"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$200000","Institute of International Bankers"," Kenneth L Jr Bachman ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$200000","Institute of International Bankers"," Yaron Z Reich ","No Revolving Door Profiles","Non Former Members of Congress"
"Institute of International Bankers","$440000",""," Richard W Coffman ","No Revolving Door Profiles","Non Former Members of Congress"
"Institute of International Bankers","$440000",""," Lawrence R Uhlick ","No Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$20000","Institute of International Bankers"," John T Collins ","Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$40000","Institute of International Bankers"," Willard B Taylor ","No Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$40000","Institute of International Bankers"," Diana L Wollman ","No Revolving Door Profiles","Non Former Members of Congress"
