"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank of America","$679350",""," Edward Jeffrey Hill ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$679350",""," Jeanne Marie Murphy ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$200000","Bank of America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$200000","Bank of America"," Tim Hanford ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$200000","Bank of America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$200000","Bank of America"," John K Meagher ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$200000","Bank of America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"Holmes Weddle & Barcott","$0","Bank of America"," John Casperson ","No Revolving Door Profiles","Non Former Members of Congress"
"Holmes Weddle & Barcott","$0","Bank of America"," Timothy A McKeever ","No Revolving Door Profiles","Non Former Members of Congress"
"Kate Moss Co","$40000","Bank of America"," Kate Moss ","Revolving Door Profiles","Non Former Members of Congress"
"O'Connor & Hannan","$120000","Bank of America"," Edward A III Beck ","No Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Bill Archer ","Revolving Door Profiles","Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Kenneth Busey ","No Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Larry Campbell ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Tim Hanford ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Don Longano ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Mark L McConaghy ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Bernard M Shapiro ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$140000","Bank of America"," Bob Shapiro ","No Revolving Door Profiles","Non Former Members of Congress"
