"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank of America","$1567331",""," Robert D Kramer ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1567331",""," J Mark Leggett ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1567331",""," Jeanne Marie Murphy ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$1567331",""," Rex Wackerle ","No Revolving Door Profiles","Non Former Members of Congress"
"Beck Edward A III","$40000","Bank of America"," Edward A III Beck ","No Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$20000","Bank of America"," Donald J Fix ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$20000","Bank of America"," Robert Venci ","No Revolving Door Profiles","Non Former Members of Congress"
"Kate Moss Co","$40000","Bank of America"," Kate Moss ","Revolving Door Profiles","Non Former Members of Congress"
"O'Connor & Hannan","$40000","Bank of America"," Edward A III Beck ","No Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$240000","Bank of America"," Barbara M Angus ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$240000","Bank of America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$240000","Bank of America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$240000","Bank of America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," Beryl F Jr Anthony ","Revolving Door Profiles","Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," Charles L Kinney ","Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," John C Kirkland ","No Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," Melissa B Levine ","No Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," Thomas L Mills ","Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," John Napier ","Revolving Door Profiles","Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," Charlie G Papavizas ","No Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," Francisco J Pavia ","No Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," John A Waits ","Revolving Door Profiles","Non Former Members of Congress"
