"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"BKSH & Assoc","$140000","JPMorgan Chase & Co"," Charles Black ","Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$140000","JPMorgan Chase & Co"," Karen Chiccehitto ","No Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$140000","JPMorgan Chase & Co"," Dennis C Shea ","Revolving Door Profiles","Non Former Members of Congress"
"Davis Polk & Wardwell","$0","JPMorgan Chase & Co"," Theodore A Doremus ","Revolving Door Profiles","Non Former Members of Congress"
"JP Morgan Securities","$1226124",""," Mark C Brickell ","No Revolving Door Profiles","Non Former Members of Congress"
"JP Morgan Securities","$1226124",""," L Courtney Ward ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$1603200",""," Cory N Strupp ","No Revolving Door Profiles","Non Former Members of Congress"
"Kaye Scholer LLP","$0","JPMorgan Chase & Co"," Christopher R Brewster ","Revolving Door Profiles","Non Former Members of Congress"
"Kaye Scholer LLP","$0","JPMorgan Chase & Co"," Randi B Levinas ","No Revolving Door Profiles","Non Former Members of Congress"
"LaRocco & Assoc","$80000","Chase Electronic Investments"," Larry LaRocco ","Revolving Door Profiles","Former Members of Congress"
"LaRocco & Assoc","$80000","Chase Electronic Investments"," Matthew L LaRocco ","Revolving Door Profiles","Non Former Members of Congress"
