"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"The Advocacy Group","$20000","TCF Financial"," Jon L Boisclair ","Revolving Door Profiles","Non Former Members of Congress"
