"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Shearman & Sterling","$20000","Credit Lyonnais"," Frederick T Davis ","No Revolving Door Profiles","Non Former Members of Congress"
"Shearman & Sterling","$20000","Credit Lyonnais"," Kenneth M Kramer ","No Revolving Door Profiles","Non Former Members of Congress"
