"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Hohlt Group","$0","Wilmington Savings Fund Soc Financial"," Richard F Hohlt ","Revolving Door Profiles","Non Former Members of Congress"
