"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bradley Arant et al","$0","Bank of Alabama"," Ben Erdreich ","Revolving Door Profiles","Former Members of Congress"
