"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Fifth Third Bancorp","$130000",""," Thomas J Ruebel ","No Revolving Door Profiles","Non Former Members of Congress"
"McGuireWoods LLP","$6000","Fifth Third Bancorp"," Jonathan Vogel ","Revolving Door Profiles","Non Former Members of Congress"
