"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Eddie Ambrose ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Ellen Chube ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Alexander Dahl ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," James G Flood ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Allen Paul Grunes ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Regina Mahony ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," William E Moschella ","Revolving Door Profiles","Non Former Members of Congress"
"Bryan Cave LLP","$320000","Electronic Payments Coalition"," Matt Jessee ","Revolving Door Profiles","Non Former Members of Congress"
"Bryan Cave LLP","$320000","Electronic Payments Coalition"," Broderick D Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Bryan Cave LLP","$320000","Electronic Payments Coalition"," Waldo McMillan ","Revolving Door Profiles","Non Former Members of Congress"
"Bryan Cave LLP","$320000","Electronic Payments Coalition"," David Russell ","Revolving Door Profiles","Non Former Members of Congress"
"Bryan Cave LLP","$320000","Electronic Payments Coalition"," Jennifer Stewart ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle & Geduldig","$160000","Electronic Payments Coalition"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle & Geduldig","$160000","Electronic Payments Coalition"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle & Geduldig","$160000","Electronic Payments Coalition"," Gary R Lytle ","No Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$220000","Electronic Payments Coalition"," Mary Frances Kertz ","Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$220000","Electronic Payments Coalition"," Jeffrey A Tassey ","Revolving Door Profiles","Non Former Members of Congress"
