"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Arnold & Porter","$50000","JPMorgan Chase & Co"," Dwight Fettig ","Revolving Door Profiles","Non Former Members of Congress"
"Hohlt Group","$95000","JPMorgan Chase & Co"," Richard F Hohlt ","Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker et al","$40000","JPMorgan Chase & Co"," Palmer C Hamilton ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Emily S Beizer ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Naomi G Camper ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Katherine Childress ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Nate Gatten ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Robert E Griner ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," James A Keller ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Granville Martin ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Steven R Patterson ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Peter L Scher ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6170000",""," Pierce Scranton ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$70000","JPMorgan Chase & Co"," Mike Evans ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$70000","JPMorgan Chase & Co"," Patrick G Heck ","Revolving Door Profiles","Non Former Members of Congress"
"K&L Gates","$70000","JPMorgan Chase & Co"," Roger Wise ","No Revolving Door Profiles","Non Former Members of Congress"
"Lawrence J Romans & Assoc","$92000","JPMorgan Chase & Co"," Lawrence J Romans ","Revolving Door Profiles","Non Former Members of Congress"
"LTD Group","$35000","JPMorgan Chase & Co"," Michael Haywood ","Revolving Door Profiles","Non Former Members of Congress"
"Mayer Brown LLP","$40000","JPMorgan Chase & Co"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Glynda Becker ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Angela Becker-Dippmann ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Robert Chamberlin ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Andy Davis ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Rick Desimone ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Alisa Ferguson ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Robert Hobart ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Jeff Markey ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Steve McBee ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Casey Sixkiller ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Ashley Slater ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$270000","JPMorgan Chase & Co"," Samuel Whitehorn ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal & Fettig","$60000","JPMorgan Chase & Co"," Dwight Fettig ","Revolving Door Profiles","Non Former Members of Congress"
"Triangle Assoc","$10000","JPMorgan Chase & Co"," Philip Blalcok ","No Revolving Door Profiles","Non Former Members of Congress"
"Triangle Assoc","$10000","JPMorgan Chase & Co"," Philip Blalock ","No Revolving Door Profiles","Non Former Members of Congress"
"Walter Group","$56250","JPMorgan Chase & Co"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
