"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Barclays","$2360000",""," Patrick Durkin ","No Revolving Door Profiles","Non Former Members of Congress"
"Barclays","$2360000",""," Kathryn Fulton ","Revolving Door Profiles","Non Former Members of Congress"
"Barclays","$2360000",""," Joanne Medero ","Revolving Door Profiles","Non Former Members of Congress"
"Barclays","$2360000",""," Marlene Nicholson ","No Revolving Door Profiles","Non Former Members of Congress"
"Brown & Co","$120000","Converteam Inc"," Justin Ackley ","No Revolving Door Profiles","Non Former Members of Congress"
"Brown & Co","$120000","Converteam Inc"," Cynthia L Brown ","No Revolving Door Profiles","Non Former Members of Congress"
"Brown & Co","$120000","Converteam Inc"," Mike Cosio ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$40000","Barclays"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$40000","Barclays Capital"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Hogan & Hartson","$70000","Barclays Capital"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"Mayer Brown LLP","$60000","Barclays"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$130000","Barclays"," Mitchell L Feuer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$130000","Barclays"," Peter D Rich ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$130000","Barclays"," Michael D Thompson ","Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$10000","Barclays"," Amanda P Varma ","No Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$10000","Barclays"," Philip R West ","Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$10000","Barclays"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
