"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Sellery Assoc","$30000","MSB Coalition"," Amy Michael Kohl ","No Revolving Door Profiles","Non Former Members of Congress"
"Sellery Assoc","$30000","MSB Coalition"," William C Jr Sellery ","No Revolving Door Profiles","Non Former Members of Congress"
