"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"C2 Group","$20000","Wachovia Corp"," G Hunter Bates ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$20000","Wachovia Corp"," John Cline ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$20000","Wachovia Corp"," Thomas Crawford ","No Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$20000","Wachovia Corp"," Lesley Elliott ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$20000","Wachovia Corp"," Michael Hanson ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$20000","Wachovia Corp"," Nelson Litterst ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$20000","Wachovia Corp"," Jefferies Murray ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$20000","Wachovia Corp"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$20000","Wachovia Corp"," Beau Schuyler ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$20000","Wachovia Corp"," Adam J Wojciak ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$70000","Wells Fargo"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$70000","Wells Fargo Securities"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$10000","Wachovia Corp"," J Patrick Cave ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$10000","Wachovia Corp"," Ben Dupuy ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$10000","Wachovia Corp"," Alex Sternhell ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$0","Wells Fargo"," J Patrick Cave ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$0","Wells Fargo"," Ben Dupuy ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$0","Wells Fargo"," Brant Imperatore ","Revolving Door Profiles","Non Former Members of Congress"
"Doremus & Assoc","$280000","Wells Fargo"," Theodore A Doremus ","Revolving Door Profiles","Non Former Members of Congress"
"Jenkins Hill Consulting","$20000","Wachovia Corp"," C Scott Barnhart ","Revolving Door Profiles","Non Former Members of Congress"
"Jenkins Hill Consulting","$20000","Wachovia Corp"," J Brad Edwards ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Cristina Antelo ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Teal Baker ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Paul Brathwaite ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Izzy Klein ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Lauren Maddox ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Tony Podesta ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Oscar T Ramirez ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Donni M Turner ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$150000","Wells Fargo"," Nicole Young ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax Group","$50000","Wachovia Corp"," Noushin Jahanian ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax Group","$50000","Wachovia Corp"," Nancy Ellen McCarthy ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax Group","$50000","Wachovia Corp"," Gregory Nickerson ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$2880000",""," Daniel M Archer ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$2880000",""," Anita Eoloff ","No Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$2880000",""," Julie Slocum ","Revolving Door Profiles","Non Former Members of Congress"
