"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Federal Strategy Group","$30000","First National Bank of Georgia"," Jason Roe ","Revolving Door Profiles","Non Former Members of Congress"
