"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Dykema Gossett","$0","Citizens Republic Bancorp"," Nancy R Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Dykema Gossett","$0","Citizens Republic Bancorp"," Mary Beth McGowan ","Revolving Door Profiles","Non Former Members of Congress"
