"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Sullivan & Cromwell","$10000","Popular Inc"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
