"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cleary Gottlieb et al","$80000","Deutsche Bank Securities"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Deutsche Bank Securities","$970000",""," Frank Kelly ","Revolving Door Profiles","Non Former Members of Congress"
"MS&L","$0","Deutsche Bank AG"," Holly Feraci ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," Drew Cantor ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," John Michael Gonzalez ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," Janet Mullins Grissom ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," J Jonathon Jones ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," Peter Madigan ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," Justin McCarthy ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," Jeffrey J Peck ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," Sean J Richardson ","Revolving Door Profiles","Non Former Members of Congress"
"Peck Madigan et al","$240000","Deutsche Bank Securities"," Ipyana Critton Spencer ","Revolving Door Profiles","Non Former Members of Congress"
