"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"McGuireWoods LLP","$60000","Central Park Credit Holdings"," Terry L Haines ","Revolving Door Profiles","Non Former Members of Congress"
