"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Jones Walker LLP","$200000","Mid-Sized Bank Coalition"," Palmer C Hamilton ","No Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker LLP","$200000","Mid-Sized Bank Coalition"," Larry Lavender ","Revolving Door Profiles","Non Former Members of Congress"
