"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Rappaport Renee","$38500","Association of Military Banks of America"," Renee L Rappaport ","Revolving Door Profiles","Non Former Members of Congress"
