"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Troutman Sanders","$10000","Synovus Financial Corp"," Lindsay Austin ","Revolving Door Profiles","Non Former Members of Congress"
"Troutman Sanders","$10000","Synovus Financial Corp"," Robert Jr Leebern ","Revolving Door Profiles","Non Former Members of Congress"
"Troutman Sanders","$10000","Synovus Financial Corp"," Tom Tilton ","Revolving Door Profiles","Non Former Members of Congress"
