"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cumberland North America LLC","$30000","Scotiabank de Puerto Rico"," William S III Cooper ","Revolving Door Profiles","Non Former Members of Congress"
