"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Sidley Austin LLP","$170000","WebBank"," Michael Borden ","Revolving Door Profiles","Non Former Members of Congress"
