"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Barnett Sivon & Natter","$120000","Citigroup Inc"," Robert E Barnett ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$120000","Citigroup Inc"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Inc"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Inc"," Heather McHugh ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$240000","Citigroup Inc"," Beau Schuyler ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Inc","$4743000",""," John Emling ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Inc","$4743000",""," Jim Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Inc","$4743000",""," William Rys ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Inc","$4743000",""," Kristin Solheim ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Inc","$4743000",""," Paul Thornell ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Inc","$4743000",""," Candida Perotti Wolff ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Inc","$4743000",""," Maura Solomon Woosley ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$20000","Citigroup Global Markets"," Colin Lloyd ","No Revolving Door Profiles","Non Former Members of Congress"
"Cornerstone Government Affairs","$180000","Citigroup Inc"," Heather Molino ","Revolving Door Profiles","Non Former Members of Congress"
"Cornerstone Government Affairs","$180000","Citigroup Inc"," Tyler Nelson ","Revolving Door Profiles","Non Former Members of Congress"
"Cornerstone Government Affairs","$180000","Citigroup Inc"," James Richards ","Revolving Door Profiles","Non Former Members of Congress"
"Cornerstone Government Affairs","$180000","Citigroup Inc"," Michael D Smith ","Revolving Door Profiles","Non Former Members of Congress"
"Cornerstone Government Affairs","$180000","Citigroup Inc"," Todd Webster ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$200000","Citigroup Inc"," Lauren Baker ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$200000","Citigroup Inc"," Bridget F Hagan ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$200000","Citigroup Inc"," Brant Imperatore ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$200000","Citigroup Inc"," William Mueller ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Inc"," Jeff Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$320000","Citigroup Inc"," Robert Schellhas ","Revolving Door Profiles","Non Former Members of Congress"
"Gray Geoffrey P","$90000","Citigroup Inc"," Geoffrey P Gray ","Revolving Door Profiles","Non Former Members of Congress"
"Harbinger Strategies","$240000","Citigroup Inc"," Kyle Nevins ","Revolving Door Profiles","Non Former Members of Congress"
"Harbinger Strategies","$240000","Citigroup Inc"," John J O'Neill ","Revolving Door Profiles","Non Former Members of Congress"
"Harbinger Strategies","$240000","Citigroup Inc"," Manny Rossman ","Revolving Door Profiles","Non Former Members of Congress"
"Harbinger Strategies","$240000","Citigroup Inc"," Steve Stombres ","Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker LLP","$40000","Citigroup Inc"," Paul Cambon ","Revolving Door Profiles","Non Former Members of Congress"
"Livingston Group","$120000","Citigroup Inc"," Paul Cambon ","Revolving Door Profiles","Non Former Members of Congress"
"Livingston Group","$120000","Citigroup Inc"," Robert L Livingston ","Revolving Door Profiles","Former Members of Congress"
"Livingston Group","$120000","Citigroup Inc"," J Allen Martin ","Revolving Door Profiles","Non Former Members of Congress"
"Republic Consulting","$160000","Citigroup Inc"," Geoff Davis ","Revolving Door Profiles","Former Members of Congress"
"Sternhell Group","$240000","Citigroup Inc"," Mike Ahern ","Revolving Door Profiles","Non Former Members of Congress"
"Sternhell Group","$240000","Citigroup Inc"," Alex Sternhell ","Revolving Door Profiles","Non Former Members of Congress"
"VantageKnight Inc","$240000","Citigroup Management Corp"," Manuel Ortiz ","No Revolving Door Profiles","Non Former Members of Congress"
