"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cassidy & Assoc","$60000","Popular Films"," Juan Carlos Benitez ","Revolving Door Profiles","Non Former Members of Congress"
"Cassidy & Assoc","$60000","Popular Films"," Amos Hochstein ","Revolving Door Profiles","Non Former Members of Congress"
