"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Hart Health Strategies","$200000","National City Corp"," Vicki E Hart ","Revolving Door Profiles","Non Former Members of Congress"
"McSlarrow Consulting","$240000","National City Corp"," Alison Hope McSlarrow ","Revolving Door Profiles","Non Former Members of Congress"
"ML Strategies","$105000","National City Corp"," Mark Buse ","Revolving Door Profiles","Non Former Members of Congress"
"ML Strategies","$105000","National City Corp"," Karen Knutson ","Revolving Door Profiles","Non Former Members of Congress"
"ML Strategies","$105000","National City Corp"," David J Leiter ","Revolving Door Profiles","Non Former Members of Congress"
"ML Strategies","$105000","National City Corp"," Patrick D Mara ","Revolving Door Profiles","Non Former Members of Congress"
"ML Strategies","$105000","National City Corp"," R Neal Martin ","Revolving Door Profiles","Non Former Members of Congress"
"National City Corp","$715000",""," Bruce A McCrodden ","No Revolving Door Profiles","Non Former Members of Congress"
"Rhoads Group","$160000","National City Corp"," Colin Chapman ","Revolving Door Profiles","Non Former Members of Congress"
"Rhoads Group","$160000","National City Corp"," Lucas Hitt ","Revolving Door Profiles","Non Former Members of Congress"
