"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Hoover Partners","$62000","ING Direct"," Kimberly Hoover ","No Revolving Door Profiles","Non Former Members of Congress"
"ING US","$200000",""," Deborah F Winston ","No Revolving Door Profiles","Non Former Members of Congress"
"Winston Deborah F","$90950","ING US"," Deborah F Winston ","No Revolving Door Profiles","Non Former Members of Congress"
