Lobbying Firm Hired,Total Amount*,Client,Lobbyist,Revolving Door Profiles,Former Members of Congress
Akin Gump et al,"$960,000 ",Citigroup Management Corp, J David Carlin ,Revolving Door Profiles,Non Former Members of Congress
Akin Gump et al,"$960,000 ",Citigroup Management Corp, Stacy Carlson ,Revolving Door Profiles,Non Former Members of Congress
Akin Gump et al,"$960,000 ",Citigroup Management Corp, Anthony Foti ,Revolving Door Profiles,Non Former Members of Congress
Akin Gump et al,"$960,000 ",Citigroup Management Corp, Joel Jankowsky ,Revolving Door Profiles,Non Former Members of Congress
Akin Gump et al,"$960,000 ",Citigroup Management Corp, Michael J Madigan ,Revolving Door Profiles,Non Former Members of Congress
Akin Gump et al,"$960,000 ",Citigroup Management Corp, Bill Paxon ,Revolving Door Profiles,Former Members of Congress
Akin Gump et al,"$960,000 ",Citigroup Management Corp, Steven R Ross ,Revolving Door Profiles,Non Former Members of Congress
Akin Gump et al,"$960,000 ",Citigroup Management Corp, Paul G Scolese ,Revolving Door Profiles,Non Former Members of Congress
Avenue Solutions,"$90,000 ",Citigroup Management Corp, Lauraine D Sullivan ,No Revolving Door Profiles,Non Former Members of Congress
Barbour Griffith & Rogers,"$160,000 ",Citigroup Management Corp, Carl W Biersack ,Revolving Door Profiles,Non Former Members of Congress
Barbour Griffith & Rogers,"$160,000 ",Citigroup Management Corp, Loren Monroe ,Revolving Door Profiles,Non Former Members of Congress
Barbour Griffith & Rogers,"$160,000 ",Citigroup Management Corp, Edward M Jr Rogers ,Revolving Door Profiles,Non Former Members of Congress
Barnett Sivon & Natter,"$360,000 ",Citigroup Management Corp, Effie A Aquila ,No Revolving Door Profiles,Non Former Members of Congress
Barnett Sivon & Natter,"$360,000 ",Citigroup Management Corp, Robert E Barnett ,Revolving Door Profiles,Non Former Members of Congress
Barnett Sivon & Natter,"$360,000 ",Citigroup Management Corp, James C Sivon ,Revolving Door Profiles,Non Former Members of Congress
Campbell-Crane & Assoc,"$40,000 ",Citigroup Management Corp, Jeanne M Campbell ,Revolving Door Profiles,Non Former Members of Congress
Campbell-Crane & Assoc,"$40,000 ",Citigroup Management Corp, Daniel M Crane ,Revolving Door Profiles,Non Former Members of Congress
