"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Mellon Financial","$160000",""," Walter R III Day ","No Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$0","Mellon Financial"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
