"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank One Corp","$720000",""," James A Keller ","Revolving Door Profiles","Non Former Members of Congress"
"Bank One Corp","$720000",""," Victoria P Rostow ","Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$40000","Bank One Corp"," John C Dugan ","Revolving Door Profiles","Non Former Members of Congress"
