"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"C2 Group","$100000","Wachovia Corp"," John Cline ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$100000","Wachovia Corp"," Ryan Costello ","Revolving Door Profiles","Former Members of Congress"
"C2 Group","$100000","Wachovia Corp"," Thomas Crawford ","No Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$100000","Wachovia Corp"," Michael Hanson ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$100000","Wachovia Corp"," Nelson Litterst ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$100000","Wachovia Corp"," Jefferies Murray ","Revolving Door Profiles","Non Former Members of Congress"
"Groom Law Group","$60000","Wachovia Educaid"," Jon William Breyfogle ","Revolving Door Profiles","Non Former Members of Congress"
"Groom Law Group","$60000","Wachovia Educaid"," Brigen L Winters ","Revolving Door Profiles","Non Former Members of Congress"
"Wachovia Corp","$60000",""," E Greer Cawood ","No Revolving Door Profiles","Non Former Members of Congress"
"Wachovia Corp","$60000",""," Walter Price ","No Revolving Door Profiles","Non Former Members of Congress"
