"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Dykema Gossett","$0","Comerica Inc"," Nancy R Barbour ","Revolving Door Profiles","Non Former Members of Congress"
