"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Buchanan Ingersoll","$0","Deutsche Bank AG"," Steven M Hilton ","Revolving Door Profiles","Non Former Members of Congress"
"Buchanan Ingersoll","$0","Deutsche Bank AG"," Jim Lightfoot ","Revolving Door Profiles","Former Members of Congress"
"Buchanan Ingersoll","$0","Deutsche Bank AG"," William M O'Connor ","No Revolving Door Profiles","Non Former Members of Congress"
"Buchanan Ingersoll","$0","Deutsche Bank AG"," Katherine M Pippy ","No Revolving Door Profiles","Non Former Members of Congress"
"Buchanan Ingersoll","$0","Deutsche Bank AG"," James C Wiltraut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$60000","Deutsche Bank AG New York"," William Fant ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$60000","Deutsche Bank AG New York"," Richard Grafmeyer ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$60000","Deutsche Bank AG New York"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$60000","Deutsche Bank AG New York"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$60000","Deutsche Bank AG New York"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$80000","Deutsche Bank AG New York"," Rebecca L Anderson ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$80000","Deutsche Bank AG New York"," David E Franasiak ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$80000","Deutsche Bank AG New York"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
