"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Strategic Impact Inc","$10000","Churchill & Banks"," Michael C Jimenez ","Revolving Door Profiles","Non Former Members of Congress"
