"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Yutaka Funada ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Susumu Ito ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," YO Kikuchi ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Takashi Kimura ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Tadashi Maeda ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Takashi Nakamura ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Kakutoshi Ohori ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Yoshio Takahashi ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Toshiyuki Yasui ","No Revolving Door Profiles","Non Former Members of Congress"
"Japan Bank for International Cooperation","$0",""," Yutaka Yokoyama ","No Revolving Door Profiles","Non Former Members of Congress"
