"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Muldoon Murphy & Faucette","$20000","Greenpoint Bank"," Joseph A Jr Muldoon ","Revolving Door Profiles","Non Former Members of Congress"
