"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"C2 Group","$240000","Wachovia Corp"," John Cline ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$240000","Wachovia Corp"," Ryan Costello ","Revolving Door Profiles","Former Members of Congress"
"C2 Group","$240000","Wachovia Corp"," Thomas Crawford ","No Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$240000","Wachovia Corp"," Michael Hanson ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$240000","Wachovia Corp"," Nelson Litterst ","Revolving Door Profiles","Non Former Members of Congress"
"C2 Group","$240000","Wachovia Corp"," Jefferies Murray ","Revolving Door Profiles","Non Former Members of Congress"
"Groom Law Group","$40000","Wachovia Educaid"," Brigen L Winters ","Revolving Door Profiles","Non Former Members of Congress"
"Jenkins Hill Consulting","$30000","Wachovia Corp"," J Brad Edwards ","Revolving Door Profiles","Non Former Members of Congress"
"Jenkins Hill Consulting","$30000","Wachovia Corp"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Jenkins Hill Consulting","$60000","Wachovia Educaid"," J Brad Edwards ","Revolving Door Profiles","Non Former Members of Congress"
"Jenkins Hill Consulting","$60000","Wachovia Educaid"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Wachovia Corp","$340000",""," Walter Price ","No Revolving Door Profiles","Non Former Members of Congress"
"Wachovia Corp","$340000",""," Vince Randazzo ","Revolving Door Profiles","Non Former Members of Congress"
"Wachovia Corp","$340000",""," Mary Thorpe ","No Revolving Door Profiles","Non Former Members of Congress"
