"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Avenue Solutions","$180000","Citigroup Management Corp"," Lauraine D Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$360000","Citigroup Management Corp"," Effie A Aquila ","No Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$360000","Citigroup Management Corp"," Robert E Barnett ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$360000","Citigroup Management Corp"," Raymond Natter ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$360000","Citigroup Management Corp"," Israel Ortega ","No Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$360000","Citigroup Management Corp"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$120000","Citigroup Management Corp"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$120000","Citigroup Management Corp"," William Fant ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$120000","Citigroup Management Corp"," James C Gould ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$120000","Citigroup Management Corp"," Richard Grafmeyer ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$120000","Citigroup Management Corp"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$120000","Citigroup Management Corp"," William McKenney ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$120000","Citigroup Management Corp"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$120000","Citigroup Management Corp"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Michael P Andrews ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Christine Burgeson ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Nicholas Calio ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Michael Conway ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Wendy Grubbs ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Lionel C Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Jeffrey R Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," James 'Jimmy' Ryan ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Robert Schellhas ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Heather K Wingate ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$7200000",""," Maura Solomon Woosley ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Lauren Bazel ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Brian Conklin ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Brent Del Monte ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," John L Doney ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Donna Steele Flynn ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," LaBrenda Garrett-Nelson ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Gary Gasper ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Bruce A Gates ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Francis Grab ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Cathy Koch ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Dave Koshgarian ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Marty McGuinness ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Richard J Meltzer ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Philip D Moseley ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Anne Phelps ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," John D Porter ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Robert M Rozen ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Tim Urban ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Citigroup Management Corp"," Candida Perotti Wolff ","Revolving Door Profiles","Non Former Members of Congress"
"Federalist Group","$240000","Citigroup Management Corp"," J Patrick Cave ","Revolving Door Profiles","Non Former Members of Congress"
"Federalist Group","$240000","Citigroup Management Corp"," Chris Giblin ","Revolving Door Profiles","Non Former Members of Congress"
"Federalist Group","$240000","Citigroup Management Corp"," John Green ","Revolving Door Profiles","Non Former Members of Congress"
"Federalist Group","$240000","Citigroup Management Corp"," G Stewart Hall ","Revolving Door Profiles","Non Former Members of Congress"
"Federalist Group","$240000","Citigroup Management Corp"," Drew Maloney ","Revolving Door Profiles","Non Former Members of Congress"
"Skadden Arps et al","$20000","Citigroup Management Corp"," Kenneth W Gideon ","Revolving Door Profiles","Non Former Members of Congress"
"Skadden Arps et al","$20000","Citigroup Management Corp"," Fred T Jr Goldberg ","Revolving Door Profiles","Non Former Members of Congress"
