"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Golden West Financial","$100000",""," Dan R Dixon ","No Revolving Door Profiles","Non Former Members of Congress"
"Golden West Financial","$100000",""," John J LaFalce ","Revolving Door Profiles","Former Members of Congress"
"Harris Beach LLP","$120000","World Savings Bank"," John J LaFalce ","Revolving Door Profiles","Former Members of Congress"
