"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," David J Berteau ","Revolving Door Profiles","Non Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Brian Bieron ","Revolving Door Profiles","Non Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Kent Bonham ","Revolving Door Profiles","Non Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Daniel Cruise ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Vic Fazio ","Revolving Door Profiles","Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Niles Godes ","Revolving Door Profiles","Non Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Ed Kutler ","Revolving Door Profiles","Non Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Sandi Stuart ","Revolving Door Profiles","Non Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Vin Weber ","Revolving Door Profiles","Former Members of Congress"
"Clark & Weinstock","$480000","BNP Paribas"," Juleanna Glover Weiss ","Revolving Door Profiles","Non Former Members of Congress"
