"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank of America","$660000",""," Edward Jeffrey Hill ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$660000",""," Jeanne Marie Murphy ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$300000","Bank of America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$300000","Bank of America"," Jayne T Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$300000","Bank of America"," Tim Hanford ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$300000","Bank of America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$300000","Bank of America"," Robert J Leonard ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$300000","Bank of America"," John K Meagher ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$300000","Bank of America"," Scott D Parven ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Consulting Federal Policy Group","$300000","Bank of America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$0","Bank of America"," Roderick A De Arment ","Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$0","Bank of America"," Stuart C Stock ","Revolving Door Profiles","Non Former Members of Congress"
"FleetBoston Financial","$0",""," Agnes Bundy Scanlon ","No Revolving Door Profiles","Non Former Members of Congress"
"Kate Moss Co","$40000","Bank of America"," Kate Moss ","Revolving Door Profiles","Non Former Members of Congress"
"Perkins Smith et al","$20000","Bank of America"," William H Boger ","Revolving Door Profiles","Non Former Members of Congress"
"Perkins Smith et al","$20000","Bank of America"," Paul E Quinn ","No Revolving Door Profiles","Non Former Members of Congress"
"Reed Smith LLP","$0","Bank of America"," Jason I Poblete ","Revolving Door Profiles","Non Former Members of Congress"
