"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Barclays","$340000",""," Marlene Nicholson ","No Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$60000","Barclays"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
