"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Consumer Bankers Assn","$2790000",""," Joe D Belew ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2790000",""," Karen M Lynch ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2790000",""," Marcia Z Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2790000",""," Erin Tassey ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2790000",""," Steve Zeisel ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey","$200000","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey","$200000","Consumer Bankers Assn"," Amy Raaf ","No Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$0","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$0","Consumer Bankers Assn"," Amy Raaf ","No Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$0","Consumer Bankers Assn"," Harrison III Wadsworth ","Revolving Door Profiles","Non Former Members of Congress"
