"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Foley Maldonado & O'Toole","$20000","California Assn of Industrial Banks"," Lee III Foley ","Revolving Door Profiles","Non Former Members of Congress"
"Moss McGee et al","$24000","California Assn of Industrial Banks"," Lee III Foley ","Revolving Door Profiles","Non Former Members of Congress"
