"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Liberty Square DC","$40000","International Bank of Chicago"," Tracy B Spicer ","Revolving Door Profiles","Non Former Members of Congress"
"Liberty Square Group","$20000","International Bank of Chicago"," Scott Ferson ","Revolving Door Profiles","Non Former Members of Congress"
