"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Jones Walker et al","$30000","Marquette National Corp"," James J Butera ","No Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker et al","$30000","Marquette National Corp"," Ryan D Israel ","No Revolving Door Profiles","Non Former Members of Congress"
