"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Nueva Vista Group","$30000","Committee for a Level Playing Field"," Irene Bueno ","Revolving Door Profiles","Non Former Members of Congress"
