"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"BGR Group","$570000","Alfa Bank"," Walker Roberts ","Revolving Door Profiles","Non Former Members of Congress"
"BGR Group","$570000","Alfa Bank"," Edward M Jr Rogers ","Revolving Door Profiles","Non Former Members of Congress"
