"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Jones Walker et al","$10000","First Guaranty Bank & Trust Co"," James J Butera ","No Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker et al","$10000","First Guaranty Bank & Trust Co"," Ryan D Israel ","No Revolving Door Profiles","Non Former Members of Congress"
